Device Name:,,VoltX4,VoltX4,VoltX4,VoltX4
8/19/21,2:37:50 AM,71.11668,35.46852,-35.34568,-7.24812
8/19/21,2:38:00 AM,71.17098,35.46802,-35.34614,-7.23414
8/19/21,2:38:10 AM,71.15706,35.46818,-35.34626,-7.21964
8/19/21,2:38:20 AM,71.1777,35.4678,-35.34582,-7.20628
8/19/21,2:38:30 AM,71.20498,35.46838,-35.34588,-7.19248
8/19/21,2:38:40 AM,71.23014,35.46814,-35.34574,-7.17962
8/19/21,2:38:50 AM,71.23922,35.46834,-35.34596,-7.1661
8/19/21,2:39:00 AM,71.2655,35.46782,-35.34544,-7.15232
8/19/21,2:39:10 AM,71.29702,35.46874,-35.3453,-7.13954
8/19/21,2:39:20 AM,71.32126,35.4683,-35.34602,-7.12612
8/19/21,2:39:30 AM,71.32118,35.4686,-35.34532,-7.11344
8/19/21,2:39:40 AM,71.32532,35.46856,-35.3461,-7.0996
8/19/21,2:39:50 AM,71.35162,35.46868,-35.34574,-7.0872
8/19/21,2:40:00 AM,71.352,35.46886,-35.34494,-7.07438
8/19/21,2:40:10 AM,71.37458,35.46884,-35.34498,-7.06192
8/19/21,2:40:20 AM,71.38182,35.46798,-35.34598,-7.04878
8/19/21,2:40:30 AM,71.39046,35.46898,-35.34574,-7.03694
8/19/21,2:40:40 AM,71.41348,35.46808,-35.3454,-7.02384
8/19/21,2:40:50 AM,71.4258,35.46764,-35.34576,-7.01194
8/19/21,2:41:00 AM,71.47218,35.46804,-35.34604,-6.99922
8/19/21,2:41:10 AM,71.459,35.46822,-35.34494,-6.98652
8/19/21,2:41:20 AM,71.51202,35.46868,-35.34538,-6.97358
8/19/21,2:41:30 AM,71.4988,35.46824,-35.34522,-6.96178
8/19/21,2:41:40 AM,71.5233,35.46808,-35.34556,-6.95042
8/19/21,2:41:50 AM,71.50966,35.46844,-35.34536,-6.93778
8/19/21,2:42:00 AM,71.51362,35.46932,-35.34518,-6.9252
8/19/21,2:42:10 AM,71.5423,35.4689,-35.3452,-6.91308
8/19/21,2:42:20 AM,71.52004,35.4688,-35.34488,-6.90112
8/19/21,2:42:30 AM,71.5413,35.46882,-35.34482,-6.8888
8/19/21,2:42:40 AM,71.54814,35.46864,-35.34458,-6.8769
8/19/21,2:42:50 AM,71.55636,35.46846,-35.3442,-6.8648
8/19/21,2:43:00 AM,71.57306,35.46764,-35.3448,-6.85264
8/19/21,2:43:10 AM,71.57958,35.46906,-35.34528,-6.84064
8/19/21,2:43:20 AM,71.5616,35.4686,-35.34482,-6.82856
8/19/21,2:43:30 AM,71.5654,35.4684,-35.34508,-6.81674
8/19/21,2:43:40 AM,71.5945,35.4685,-35.34492,-6.80378
8/19/21,2:43:50 AM,71.69982,35.4679,-35.34532,-6.79226
8/19/21,2:44:00 AM,71.67542,35.46872,-35.3454,-6.77982
8/19/21,2:44:10 AM,71.63628,35.46894,-35.34478,-6.76784
8/19/21,2:44:20 AM,71.65672,35.46858,-35.34482,-6.75546
8/19/21,2:44:30 AM,71.68014,35.46756,-35.34552,-6.74254
8/19/21,2:44:40 AM,71.71396,35.4677,-35.34482,-6.73156
8/19/21,2:44:50 AM,71.71518,35.46914,-35.34446,-6.71796
8/19/21,2:45:00 AM,71.72372,35.46832,-35.34486,-6.70538
8/19/21,2:45:10 AM,71.74382,35.46814,-35.34436,-6.69462
8/19/21,2:45:20 AM,71.7474,35.46774,-35.345,-6.68204
8/19/21,2:45:30 AM,71.74152,35.46872,-35.3452,-6.66886
8/19/21,2:45:40 AM,71.764,35.46852,-35.34462,-6.65698
8/19/21,2:45:50 AM,71.78506,35.46854,-35.34466,-6.6441
8/19/21,2:46:00 AM,71.79726,35.46832,-35.34464,-6.63246
8/19/21,2:46:10 AM,71.7813,35.46854,-35.34446,-6.6199
8/19/21,2:46:20 AM,71.82678,35.4689,-35.34458,-6.60784
8/19/21,2:46:30 AM,71.79908,35.46768,-35.34456,-6.5952
8/19/21,2:46:40 AM,71.85942,35.46798,-35.3441,-6.58276
8/19/21,2:46:50 AM,71.85026,35.46852,-35.34516,-6.57048
8/19/21,2:47:00 AM,71.83608,35.46882,-35.34476,-6.55728
8/19/21,2:47:10 AM,71.89334,35.46804,-35.34396,-6.545
8/19/21,2:47:20 AM,71.91724,35.4685,-35.34444,-6.5329
8/19/21,2:47:30 AM,71.94416,35.46774,-35.3441,-6.52042
8/19/21,2:47:40 AM,71.92648,35.46854,-35.34392,-6.50776
8/19/21,2:47:50 AM,71.93342,35.46844,-35.3438,-6.4959
8/19/21,2:48:00 AM,71.96466,35.4686,-35.34488,-6.48304
8/19/21,2:48:10 AM,71.99694,35.46754,-35.34426,-6.47098
8/19/21,2:48:20 AM,72.0226,35.46856,-35.34414,-6.45872
8/19/21,2:48:30 AM,72.01388,35.46842,-35.34358,-6.44588
8/19/21,2:48:40 AM,72.05092,35.46772,-35.3436,-6.43338
8/19/21,2:48:50 AM,72.0688,35.46798,-35.34312,-6.42112
8/19/21,2:49:00 AM,72.04466,35.4673,-35.34368,-6.41014
8/19/21,2:49:10 AM,72.07686,35.4684,-35.34384,-6.39706
8/19/21,2:49:20 AM,72.1059,35.46858,-35.34336,-6.38472
8/19/21,2:49:30 AM,72.13396,35.46862,-35.3434,-6.37196
8/19/21,2:49:40 AM,72.16292,35.46846,-35.34344,-6.36006
8/19/21,2:49:50 AM,72.19864,35.4684,-35.34448,-6.34754
8/19/21,2:50:00 AM,72.20774,35.46812,-35.3436,-6.3352
8/19/21,2:50:10 AM,72.23888,35.46856,-35.34328,-6.32264
8/19/21,2:50:20 AM,72.24988,35.46788,-35.34326,-6.31076
8/19/21,2:50:30 AM,72.2579,35.46804,-35.34324,-6.29898
8/19/21,2:50:40 AM,72.25516,35.46806,-35.34352,-6.28622
8/19/21,2:50:50 AM,72.29304,35.46818,-35.34314,-6.27352
8/19/21,2:51:00 AM,72.31144,35.4685,-35.34282,-6.26156
8/19/21,2:51:10 AM,72.34108,35.4681,-35.34286,-6.24878
8/19/21,2:51:20 AM,72.36604,35.46752,-35.34244,-6.23728
8/19/21,2:51:30 AM,72.35646,35.46784,-35.34332,-6.2237
8/19/21,2:51:40 AM,72.3747,35.46822,-35.3435,-6.2118
8/19/21,2:51:50 AM,72.40302,35.4677,-35.34258,-6.19884
8/19/21,2:52:00 AM,72.43258,35.4681,-35.34278,-6.1876
8/19/21,2:52:10 AM,72.47204,35.46754,-35.34304,-6.17542
8/19/21,2:52:20 AM,72.4883,35.46834,-35.34184,-6.1633
8/19/21,2:52:30 AM,72.47984,35.4677,-35.34284,-6.15106
8/19/21,2:52:40 AM,72.49606,35.46846,-35.3419,-6.13824
8/19/21,2:52:50 AM,72.4939,35.46762,-35.3423,-6.1262
8/19/21,2:53:00 AM,72.50992,35.4671,-35.34216,-6.11352
8/19/21,2:53:10 AM,72.53826,35.46748,-35.34198,-6.10198
8/19/21,2:53:20 AM,72.51448,35.46792,-35.34174,-6.08906
8/19/21,2:53:30 AM,72.5451,35.46786,-35.34214,-6.07696
8/19/21,2:53:40 AM,72.55458,35.46814,-35.34194,-6.0655
8/19/21,2:53:50 AM,72.57414,35.46736,-35.34184,-6.05238
8/19/21,2:54:00 AM,72.55896,35.46746,-35.34204,-6.0403
8/19/21,2:54:10 AM,72.52494,35.46766,-35.34118,-6.02812
8/19/21,2:54:20 AM,72.55868,35.46718,-35.34214,-6.0156
8/19/21,2:54:30 AM,72.55828,35.4674,-35.34188,-6.00348
8/19/21,2:54:40 AM,72.5603,35.4673,-35.34206,-5.99166
8/19/21,2:54:50 AM,72.59152,35.4671,-35.34178,-5.97864
8/19/21,2:55:00 AM,72.58432,35.46808,-35.34078,-5.96722
8/19/21,2:55:10 AM,72.59548,35.4669,-35.341,-5.95438
8/19/21,2:55:20 AM,72.61762,35.4669,-35.34134,-5.94274
8/19/21,2:55:30 AM,72.63242,35.46692,-35.34134,-5.93006
8/19/21,2:55:40 AM,72.61938,35.46668,-35.34144,-5.91702
8/19/21,2:55:50 AM,72.63408,35.4671,-35.34108,-5.906
8/19/21,2:56:00 AM,72.63362,35.46734,-35.34148,-5.89306
8/19/21,2:56:10 AM,72.6518,35.46746,-35.3408,-5.88154
8/19/21,2:56:20 AM,72.67908,35.46706,-35.3411,-5.86912
8/19/21,2:56:30 AM,72.6505,35.46678,-35.34134,-5.85764
8/19/21,2:56:40 AM,72.66562,35.46718,-35.34168,-5.8459
8/19/21,2:56:50 AM,72.70164,35.46656,-35.34044,-5.8342
8/19/21,2:57:00 AM,72.71772,35.46634,-35.34068,-5.82188
8/19/21,2:57:10 AM,72.71548,35.46728,-35.34072,-5.81004
8/19/21,2:57:20 AM,72.7385,35.46708,-35.34044,-5.79788
8/19/21,2:57:30 AM,72.74622,35.46692,-35.34092,-5.78576
8/19/21,2:57:40 AM,72.76774,35.46726,-35.34062,-5.77322
8/19/21,2:57:50 AM,72.79254,35.46696,-35.34068,-5.7612
8/19/21,2:58:00 AM,72.79122,35.46726,-35.34032,-5.74952
8/19/21,2:58:10 AM,72.83672,35.46736,-35.34118,-5.73788
8/19/21,2:58:20 AM,72.83486,35.46724,-35.34058,-5.7254
8/19/21,2:58:30 AM,72.86084,35.4669,-35.3402,-5.71312
8/19/21,2:58:40 AM,72.86362,35.46648,-35.34032,-5.70118
8/19/21,2:58:50 AM,72.89856,35.4666,-35.34018,-5.68944
8/19/21,2:59:00 AM,72.91316,35.4668,-35.3401,-5.67784
8/19/21,2:59:10 AM,72.941,35.46652,-35.34042,-5.66532
8/19/21,2:59:20 AM,72.9397,35.46646,-35.33998,-5.65338
8/19/21,2:59:30 AM,72.978,35.4665,-35.34012,-5.64098
8/19/21,2:59:40 AM,73.00124,35.46642,-35.34028,-5.62842
8/19/21,2:59:50 AM,72.99636,35.46652,-35.33878,-5.61656
8/19/21,3:00:00 AM,73.04336,35.46606,-35.33962,-5.60566
8/19/21,3:00:10 AM,73.06108,35.46652,-35.33932,-5.59304
8/19/21,3:00:20 AM,73.08852,35.4666,-35.33926,-5.58034
8/19/21,3:00:30 AM,73.07984,35.46672,-35.33952,-5.56878
8/19/21,3:00:40 AM,73.12688,35.46672,-35.33984,-5.55688
8/19/21,3:00:50 AM,73.12202,35.46544,-35.33972,-5.545
8/19/21,3:01:00 AM,73.17142,35.4663,-35.3395,-5.53294
8/19/21,3:01:10 AM,73.20416,35.46624,-35.3392,-5.52152
8/19/21,3:01:20 AM,73.20244,35.46624,-35.33902,-5.50912
8/19/21,3:01:30 AM,73.20054,35.46582,-35.33974,-5.49722
8/19/21,3:01:40 AM,73.2754,35.46562,-35.33952,-5.4851
8/19/21,3:01:50 AM,73.41792,35.46632,-35.33922,-5.47118
8/19/21,3:02:00 AM,73.52686,35.46604,-35.33846,-5.45552
8/19/21,3:02:10 AM,73.5938,35.4665,-35.33842,-5.44296
8/19/21,3:02:20 AM,73.59654,35.46602,-35.33848,-5.43072
8/19/21,3:02:30 AM,73.56814,35.4659,-35.33816,-5.41878
8/19/21,3:02:40 AM,73.51328,35.46634,-35.33866,-5.40624
8/19/21,3:02:50 AM,73.49614,35.46614,-35.3387,-5.3948
8/19/21,3:03:00 AM,73.47518,35.46662,-35.3389,-5.38286
8/19/21,3:03:10 AM,73.46522,35.46602,-35.33824,-5.3719
8/19/21,3:03:20 AM,73.46692,35.46588,-35.33782,-5.35998
8/19/21,3:03:30 AM,73.46044,35.46588,-35.33792,-5.34844
8/19/21,3:03:40 AM,73.44844,35.46584,-35.33854,-5.33652
8/19/21,3:03:50 AM,73.40828,35.46556,-35.33842,-5.3257
8/19/21,3:04:00 AM,73.4075,35.46626,-35.33818,-5.31506
8/19/21,3:04:10 AM,73.41638,35.4657,-35.33788,-5.30318
8/19/21,3:04:20 AM,73.42852,35.46552,-35.33788,-5.29216
8/19/21,3:04:30 AM,73.4284,35.4659,-35.33772,-5.2816
8/19/21,3:04:40 AM,73.42154,35.46594,-35.33776,-5.27112
8/19/21,3:04:50 AM,73.40184,35.46548,-35.33724,-5.25922
8/19/21,3:05:00 AM,73.42406,35.46486,-35.33774,-5.24834
8/19/21,3:05:10 AM,73.41182,35.46582,-35.33776,-5.23682
8/19/21,3:05:20 AM,73.42546,35.46536,-35.33798,-5.22602
8/19/21,3:05:30 AM,73.44582,35.46504,-35.33688,-5.21538
8/19/21,3:05:40 AM,73.43942,35.46564,-35.33722,-5.20362
8/19/21,3:05:50 AM,73.4322,35.46546,-35.33684,-5.19332
8/19/21,3:06:00 AM,73.457,35.4651,-35.33722,-5.18338
8/19/21,3:06:10 AM,73.45756,35.46538,-35.33758,-5.17208
8/19/21,3:06:20 AM,73.46186,35.46552,-35.337,-5.16086
8/19/21,3:06:30 AM,73.46384,35.46534,-35.33736,-5.15114
8/19/21,3:06:40 AM,73.45846,35.46542,-35.33664,-5.14048
8/19/21,3:06:50 AM,73.47054,35.4652,-35.33736,-5.12864
8/19/21,3:07:00 AM,73.47434,35.4658,-35.33644,-5.1187
8/19/21,3:07:10 AM,73.47196,35.46584,-35.33628,-5.10752
8/19/21,3:07:20 AM,73.48438,35.4649,-35.33682,-5.09726
8/19/21,3:07:30 AM,73.50764,35.465,-35.33706,-5.08584
8/19/21,3:07:40 AM,73.52274,35.46544,-35.3359,-5.07554
8/19/21,3:07:50 AM,73.5152,35.46542,-35.33634,-5.06572
8/19/21,3:08:00 AM,73.52814,35.46478,-35.336,-5.05478
8/19/21,3:08:10 AM,73.50156,35.46492,-35.33678,-5.04314
8/19/21,3:08:20 AM,73.56618,35.46532,-35.3364,-5.03264
8/19/21,3:08:30 AM,73.55468,35.46488,-35.33636,-5.0223
8/19/21,3:08:40 AM,73.5647,35.46498,-35.33614,-5.01168
8/19/21,3:08:50 AM,73.56702,35.46538,-35.33586,-5.0008
8/19/21,3:09:00 AM,73.5899,35.46492,-35.3364,-4.98988
8/19/21,3:09:10 AM,73.607,35.4648,-35.33726,-4.97914
8/19/21,3:09:20 AM,73.60184,35.46558,-35.3364,-4.9684
8/19/21,3:09:30 AM,73.59014,35.46388,-35.3357,-4.95676
8/19/21,3:09:40 AM,73.6393,35.46542,-35.3374,-4.94614
8/19/21,3:09:50 AM,73.66426,35.4657,-35.3355,-4.9351
8/19/21,3:10:00 AM,73.65864,35.4649,-35.33624,-4.92458
8/19/21,3:10:10 AM,73.66074,35.46482,-35.33636,-4.9131
8/19/21,3:10:20 AM,73.67616,35.4645,-35.33496,-4.90176
8/19/21,3:10:30 AM,73.7372,35.46466,-35.3356,-4.89096
8/19/21,3:10:40 AM,73.7245,35.46374,-35.3362,-4.87994
8/19/21,3:10:50 AM,73.72484,35.4644,-35.33552,-4.8686
8/19/21,3:11:00 AM,73.73388,35.46474,-35.3355,-4.85788
8/19/21,3:11:10 AM,73.73382,35.46466,-35.33532,-4.84646
8/19/21,3:11:20 AM,73.78602,35.46496,-35.33546,-4.83468
8/19/21,3:11:30 AM,73.75586,35.46406,-35.33508,-4.82334
8/19/21,3:11:40 AM,73.76618,35.46418,-35.33446,-4.81138
8/19/21,3:11:50 AM,73.7682,35.46408,-35.33498,-4.80078
8/19/21,3:12:00 AM,73.80364,35.46434,-35.33562,-4.78966
8/19/21,3:12:10 AM,73.81024,35.46482,-35.3348,-4.77792
8/19/21,3:12:20 AM,73.80432,35.46424,-35.33544,-4.7661
8/19/21,3:12:30 AM,73.87898,35.46424,-35.33532,-4.74912
8/19/21,3:12:40 AM,74.03606,35.46386,-35.33458,-4.72118
8/19/21,3:12:50 AM,74.1108,35.4643,-35.33468,-4.70404
8/19/21,3:13:00 AM,74.19804,35.4636,-35.33402,-4.68972
8/19/21,3:13:10 AM,74.20234,35.46414,-35.33416,-4.67812
8/19/21,3:13:20 AM,74.21734,35.4648,-35.33466,-4.66698
8/19/21,3:13:30 AM,74.22728,35.4643,-35.33422,-4.65504
8/19/21,3:13:40 AM,74.24448,35.46318,-35.3341,-4.64424
8/19/21,3:13:50 AM,74.24964,35.46356,-35.3336,-4.633
8/19/21,3:14:00 AM,74.3262,35.4631,-35.3337,-4.62188
8/19/21,3:14:10 AM,74.4295,35.46378,-35.33402,-4.60828
8/19/21,3:14:20 AM,74.43994,35.46412,-35.33388,-4.5966
8/19/21,3:14:30 AM,75.07992,35.50262,-35.33298,-4.58652
8/19/21,3:14:40 AM,75.74798,35.51094,-35.32056,-4.50882
8/19/21,3:14:50 AM,76.1362,35.5354,-35.33122,-4.5026
8/19/21,3:15:00 AM,76.16454,35.53582,-35.33132,-4.49878
8/19/21,3:15:10 AM,76.0328,35.53474,-35.33098,-4.50284
8/19/21,3:15:20 AM,75.85986,35.53486,-35.33108,-4.51064
